image_path,finger_id
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair49.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair5.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair50.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair51.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair52.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair53.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair54.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair55.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair56.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair57.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair58.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair59.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair6.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair60.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair61.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair62.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair63.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair64.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair65.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair66.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair67.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair68.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair69.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair7.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair70.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair71.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair72.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair73.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair74.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair75.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair76.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair77.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair78.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair79.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair8.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair80.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair81.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair82.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair83.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair84.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair85.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair86.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair87.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair88.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair89.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair9.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair90.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair91.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair92.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair93.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair94.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair95.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair96.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair97.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair98.bmp,dhy_R1
rawdata/data/butieping/dhy_R1/Rgd1245/dhy_R1_pair99.bmp,dhy_R1
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair0.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair1.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair10.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair11.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair12.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair13.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair14.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair15.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair16.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair17.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair18.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair19.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair2.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair20.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair21.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair22.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair23.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair24.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair25.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair26.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair27.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair28.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair29.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair3.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair30.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair31.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair32.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair33.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair34.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair35.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair36.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair37.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair38.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair39.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair4.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair40.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair41.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair42.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair43.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair44.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair45.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair46.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair47.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair48.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair49.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair5.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair50.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair51.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair52.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair53.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair54.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair55.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair56.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair57.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair58.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair59.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair6.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair60.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair61.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair62.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair63.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair64.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair65.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair66.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair67.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair68.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair69.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair7.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair70.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair71.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair72.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair73.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair74.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair75.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair76.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair77.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair78.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair79.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair8.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair80.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair81.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair82.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair83.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair84.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair85.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair86.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair87.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair88.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair89.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair9.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair90.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair91.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair92.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair93.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair94.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair95.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair96.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair97.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair98.bmp,dhy_R2
rawdata/data/butieping/dhy_R2/Rgd1245/dhy_R2_pair99.bmp,dhy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair0.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair1.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair10.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair11.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair12.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair13.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair14.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair15.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair16.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair17.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair18.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair19.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair2.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair20.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair21.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair22.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair23.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair24.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair25.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair26.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair27.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair28.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair29.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair3.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair30.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair31.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair32.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair33.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair34.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair35.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair36.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair37.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair38.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair39.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair4.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair40.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair41.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair42.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair43.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair44.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair45.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair46.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair47.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair48.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair49.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair5.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair50.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair51.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair52.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair53.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair54.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair55.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair56.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair57.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair58.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair59.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair6.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair60.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair61.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair62.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair63.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair64.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair65.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair66.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair67.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair68.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair69.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair7.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair70.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair71.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair72.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair73.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair74.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair75.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair76.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair77.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair78.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair79.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair8.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair80.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair81.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair82.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair83.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair84.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair85.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair86.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair87.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair88.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair89.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair9.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair90.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair91.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair92.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair93.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair94.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair95.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair96.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair97.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair98.bmp,dy_R2
rawdata/data/butieping/dy_R2/Rgd1245/dy_R2_pair99.bmp,dy_R2
rawdata/data/butieping/fys_R0/Rgd1237/fys_R0_pair0.bmp,fys_R0
rawdata/data/butieping/fys_R0/Rgd1237/fys_R0_pair1.bmp,fys_R0
rawdata/data/butieping/fys_R0/Rgd1237/fys_R0_pair10.bmp,fys_R0
